Player_ID,position
77,Centre-Back
78,Goalkeeper
79,Goalkeeper
80,Defender
80,Right-Back
81,Midfield
81,Right Midfield
82,Defender
82,Centre-Back
83,Defender
83,Right-Back
84,Goalkeeper
85,Midfield
85,Defensive Midfield
86,Attack
86,Centre-Forward
87,Defender
87,Centre-Back
88,Defender
88,Centre-Back
89,Defender
89,Centre-Back
90,Defender
90,Centre-Back
91,Attack
91,Centre-Forward
92,Goalkeeper
93,Goalkeeper
94,Goalkeeper
95,Defender
95,Centre-Back
96,Goalkeeper
97,Midfield
97,Central Midfield
98,Goalkeeper
99,Goalkeeper
100,Attack
100,Centre-Forward
101,Midfield
101,Central Midfield
102,Goalkeeper
103,Attack
103,Centre-Forward
104,Defender
104,Centre-Back
105,Midfield
105,Central Midfield
106,Attack
106,Centre-Forward
107,Attack
107,Centre-Forward
108,Goalkeeper
109,Goalkeeper
110,Midfield
110,Defensive Midfield
111,Midfield
111,Defensive Midfield
112,Midfield
112,Attacking Midfield
113,Goalkeeper
114,Defender
114,Centre-Back
115,Attack
115,Centre-Forward
116,Midfield
116,Defensive Midfield
117,Goalkeeper
118,Midfield
118,Defensive Midfield
119,Midfield
119,Central Midfield
120,Midfield
120,Central Midfield
121,Defender
121,Centre-Back
122,Midfield
122,Central Midfield
123,Defender
123,Right-Back
124,Attack
124,Right Winger
125,Goalkeeper
126,Defender
126,Centre-Back
127,Goalkeeper
128,Midfield
128,Defensive Midfield
129,Defender
129,Right-Back
130,Attack
130,Right Winger
131,Goalkeeper
132,Attack
132,Centre-Forward
133,Goalkeeper
134,Goalkeeper
135,Goalkeeper
136,Goalkeeper
137,Defender
137,Centre-Back
138,Defender
138,Centre-Back
139,Defender
139,Centre-Back
140,Goalkeeper
141,Defender
141,Centre-Back
142,Attack
142,Centre-Forward
143,Attack
143,Centre-Forward
144,Midfield
144,Defensive Midfield
145,Attack
145,Centre-Forward
146,Midfield
146,Defensive Midfield
147,Midfield
147,Attacking Midfield
148,Defender
148,Left-Back
149,Attack
149,Centre-Forward
150,Midfield
150,Defensive Midfield
151,Midfield
151,Attacking Midfield
152,Attack
152,Centre-Forward
153,Goalkeeper
154,Attack
154,Second Striker
155,Attack
155,Centre-Forward
156,Attack
156,Centre-Forward
157,Defender
157,Right-Back
158,Goalkeeper
159,Midfield
159,Central Midfield
160,Attack
160,Centre-Forward
161,Defender
161,Centre-Back
162,Goalkeeper
163,Defender
163,Centre-Back
164,Midfield
164,Attacking Midfield
165,Attack
165,Centre-Forward
166,Defender
166,Centre-Back
167,Defender
167,Right-Back
168,Attack
168,Centre-Forward
169,Attack
169,Right Winger
170,Attack
170,Left Winger
171,Goalkeeper
172,Midfield
172,Central Midfield
173,Goalkeeper
174,Attack
174,Centre-Forward
175,Attack
175,Centre-Forward
176,Defender
176,Left-Back
177,Midfield
177,Central Midfield
178,Attack
178,Centre-Forward
179,Defender
179,Centre-Back
180,Attack
